date,time,text,media_url,campaign,post
2026-08-20,07:30,"Chermside! Units and townhouses share more than walls — roaches and ants travel between neighbours fast. We treat single units or whole complexes. 📞 (07) 3113 9666 #Chermside #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-039.jpg,"Suburb Spotlight",039
2026-08-21,07:30,"Aged care facilities run on zero-tolerance standards — so do we. Discreet scheduled treatments, sensitive-environment products, accreditation-ready docs. 📞 (07) 3113 9666 #AgedCare #FacilityManagement #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-049.jpg,"Commercial",049
2026-08-22,07:30,"“Is it safe for my pets?” Yes — pet-considerate products, bowls and tanks covered, and clear drying times before paws hit floors. Tell us about your crew when you book. 🐕 📞 (07) 3113 9666 #AskSlugABug #PetSafe #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-090.jpg,"Q&A",090
2026-08-23,07:30,"Spraying one ant does nothing — they follow an invisible scent trail, and thousands more are already on the way. We treat the trail, the nest and the entry points. Ants keep coming back? We end the trail. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-003.jpg,"Did You Know",003
2026-08-24,07:30,"Ever noticed ants invade your kitchen the day after a downpour? ⛈️ Flooded nests send whole colonies looking for higher, drier ground — aka your house. A perimeter treatment keeps them out all storm season. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-010.jpg,"Seasonal",010
2026-08-25,07:30,"A barrier they can't cross. 🛡️ Sentricon, Trelona ATBS and Australian-Standard chemical barriers — the right system for your block, installed by licensed techs. Protection that works while you sleep. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-015.jpg,"Services",015
2026-08-26,07:30,"Family owned. Brisbane grown. 🌱 20+ years keeping local homes pest-free — no call centres, no franchises. The techs who quote your job are the ones who turn up. Real people, real guarantees. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-020.jpg,"Trust & Offers",020
2026-08-27,07:30,"MYTH: “Clean homes don’t get pests.” FACT: pests come for warmth, water and shelter — not mess. The tidiest home in Brisbane still qualifies. 📞 (07) 3113 9666 #MythBusted #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-064.jpg,"Myth-Busting",064
2026-08-28,07:30,"Five free yard upgrades that genuinely cut pests: no standing water, firewood off the ground, regular mowing, sealed bins, mulch pulled back from walls. Then we seal the rest. 🌱 📞 (07) 3113 9666 #YardTips #BrisbaneGardens #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-072.jpg,"Pro Tips",072
2026-08-29,07:30,"Redcliffe Peninsula — Scarborough to Clontarf! 🌊 Older Queenslanders + coastal conditions are exactly what termites like. Local techs who know the peninsula. 📞 (07) 3113 9666 #Redcliffe #PeninsulaLocals #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-040.jpg,"Suburb Spotlight",040
2026-08-30,07:30,"Schools: major pest work in the holidays, rapid response during term (looking at you, oval wasp nest 🐝), and records your admin will love. 📞 (07) 3113 9666 #Schools #FacilitiesManagement #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-050.jpg,"Commercial",050
2026-08-31,07:30,"“How long does a treatment take?” Most homes: about 1–2 hours, in and out — inside, outside, roof void, perimeter. Book it in a lunch break. ⏱️ 📞 (07) 3113 9666 #AskSlugABug #PestControl101 #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-091.jpg,"Q&A",091
2026-09-01,07:30,"Redbacks love your meter box. And your letterbox. And that pair of gloves in the shed. 🕷️ Bites spike in the warm months — a perimeter treatment keeps sheds, fences and play equipment clear. Kids and pets outside? Get the yard treated. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-004.jpg,"Did You Know",004
2026-09-02,07:30,"Heat + humidity = cockroach season. Brisbane summers are a roach's dream — warmth speeds up breeding, and one female's family tree can hit 30,000 in a year. 🥵 Get ahead of them before it peaks. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-011.jpg,"Seasonal",011
2026-09-03,07:30,"One roach can close a kitchen. For cafés, restaurants and food businesses we deliver scheduled treatments, full reporting and audit-ready compliance documentation — so inspectors find nothing, and neither do your customers. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-016.jpg,"Services",016
2026-09-04,07:30,"Fully licensed (QLD Pest PMT 1004307814 · QBCC 1122314), fully insured, fully guaranteed. And yes — Afterpay is available, because pest control shouldn't have to wait for payday. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-021.jpg,"Trust & Offers",021
2026-09-05,07:30,"MYTH: “The cat will handle it.” FACT: one pair of rats can produce 200+ descendants a year. Mittens is doing her best — she’s outnumbered. 🐱 📞 (07) 3113 9666 #MythBusted #RodentControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-065.jpg,"Myth-Busting",065
2026-09-06,07:30,"Moving out with pets? Most leases require a professional flea treatment — we do fast end-of-lease visits with the receipt your property manager wants. 🏡 📞 (07) 3113 9666 #EndOfLease #BrisbaneRentals #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-073.jpg,"Pro Tips",073
2026-09-07,07:30,"Strathpine, Bray Park & Warner! 🌳 Leafy blocks bring spiders to the fence line and rodents to the roof each winter. One yearly treatment keeps it all calm. 📞 (07) 3113 9666 #Strathpine #PineRivers #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-041.jpg,"Suburb Spotlight",041
2026-09-08,07:30,"Hospitality friends: one roach near a table becomes a Google review headline. Scheduled programs invisible to diners, audit-ready for inspectors. ⭐ 📞 (07) 3113 9666 #BrisbaneCafes #Hospitality #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-051.jpg,"Commercial",051
2026-09-09,07:30,"“Do we need to leave during treatment?” Usually not — modern low-odour products mean most families stay home. If clear time is needed, we schedule around naps and school runs. 📞 (07) 3113 9666 #AskSlugABug #FamilyFriendly #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-092.jpg,"Q&A",092
2026-09-10,07:30,"20mm. About the width of your thumb — and all the gap a rat needs to move into your roof. 🐀 They chew wiring, contaminate food and a single pair can become 200+ in a year. We find the entry points and close them for good. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-005.jpg,"Did You Know",005
2026-09-11,07:30,"Doing the big spring clean? While everything’s pulled out anyway — check behind the fridge, under sinks, and finish with a professional treatment. One visit covers the year. 🌸 📞 (07) 3113 9666 #SpringClean #BrisbaneHomes #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-058.jpg,"Seasonal",058
2026-09-12,07:30,"Buying a home? Don't buy their termites. 🏡 A pre-purchase pest inspection with Termatrac radar detection and a full written report is the cheapest insurance in the whole deal. Know exactly what you're buying — before you sign. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-017.jpg,"Services",017
2026-09-13,07:30,"Pests don’t wait for payday — so protection doesn’t have to either. Afterpay available on every treatment, same 30-day guarantee. 📞 (07) 3113 9666 #Afterpay #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-079.jpg,"Trust & Offers",079
2026-09-14,07:30,"Those plug-in ultrasonic pest repellers? Independent testing keeps finding the same thing: pests ignore them. Put the money toward a treatment with a written guarantee. 📞 (07) 3113 9666 #MythBusted #PestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-066.jpg,"Myth-Busting",066
2026-09-15,07:30,"Moving house? Roaches ride in cardboard and bed bugs ride in secondhand couches. Treat the new place BEFORE the furniture arrives — fresh start, actually fresh. 📦 📞 (07) 3113 9666 #MovingHouse #BrisbaneMoves #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-074.jpg,"Pro Tips",074
2026-09-16,07:30,"Caboolture & Morayfield! 🚜 Acreage and sheds are prime pest territory — rodents, wasps, termites in the fence posts. We handle the lot. 📞 (07) 3113 9666 #Caboolture #Morayfield #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-042.jpg,"Suburb Spotlight",042
2026-09-17,07:30,"Warehouse managers: pallets + cardboard + quiet corners = rodent paradise. A mapped, monitored baiting program costs less than one contaminated consignment. 📞 (07) 3113 9666 #Warehouse #Logistics #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-052.jpg,"Commercial",052
2026-09-18,07:30,"Booked in? Prep takes five minutes: clear benches, stash toys and pet bowls, secure pets, unlock access, note where you’ve seen the action. We do the rest. ✅ 📞 (07) 3113 9666 #AskSlugABug #PestControl101 #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-093.jpg,"Q&A",093
2026-09-19,07:30,"Bed bugs can wait MONTHS between meals. Moving house or just back from a holiday? They hitchhike in luggage. Itchy bites in a line, blood spots on sheets, dark specks on the mattress seam = time to call. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-006.jpg,"Did You Know",006
2026-09-20,07:30,"Rodents love Christmas too — a December pantry full of hampers and baking supplies is their jackpot. 🎄 Get sealed and treated before the relatives arrive. 📞 (07) 3113 9666 #Christmas #BrisbaneHomes #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-059.jpg,"Seasonal",059
2026-09-21,07:30,"Our Termatrac radar literally sees termite movement through walls — no drilling, no guesswork, no “open it up and see”. Detection first, drama never. 📡 📞 (07) 3113 9666 #Termatrac #TermiteInspection #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-080.jpg,"Trust & Offers",080
2026-09-22,07:30,"MYTH: “Termites only eat old homes.” FACT: new builds on cleared land face some of the highest termite pressure in QLD — and builders’ barriers expire. Know your dates. 📞 (07) 3113 9666 #MythBusted #Termites #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-067.jpg,"Myth-Busting",067
2026-09-23,07:30,"Pet households: we plan every treatment around feeding areas, tanks and cages, and tell you exactly when floors are dry. Tough on pests, soft on paws. 🐾 📞 (07) 3113 9666 #PetFriendly #BrisbanePets #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-075.jpg,"Pro Tips",075
2026-09-24,07:30,"Logan & Springwood! 🏗️ Every new development displaces pests into the established homes next door. Builders on your street? Book a check. 📞 (07) 3113 9666 #Logan #Springwood #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-043.jpg,"Suburb Spotlight",043
2026-09-25,07:30,"Office kitchens: crumbs by Friday, ant trails by Monday. 🐜 After-hours treatments your team never notices — easiest facilities win of the quarter. 📞 (07) 3113 9666 #OfficeLife #FacilitiesManagement #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-053.jpg,"Commercial",053
2026-09-26,07:30,"What actually happens in a termite inspection? Full interior + exterior, Termatrac radar and moisture readings, roof void and subfloor, same-day written report with photos, plain-English advice. 📞 (07) 3113 9666 #TermiteInspection #AskSlugABug #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-094.jpg,"Q&A",094
2026-09-27,07:30,"95% of a flea problem isn't on your pet — it's eggs, larvae and pupae in your carpet, bedding and floorboards. Treat the dog without treating the house and they're back in a fortnight. Pets scratching? Treat the whole home. 📞 (07) 3113 9666",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-007.jpg,"Did You Know",007
2026-09-28,07:30,"Back to school = lunchbox crumbs = ant trails by week 2. 🎒 A quick perimeter treatment now saves the whole term. 📞 (07) 3113 9666 #BackToSchool #AntControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-060.jpg,"Seasonal",060
2026-09-29,07:30,"When you call us, a Brisbane local answers — and books you in days, not weeks. Urgent swarms, wasp nests and rodent jobs get priority. ⚡ 📞 (07) 3113 9666 #FastService #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-081.jpg,"Trust & Offers",081
2026-09-30,07:30,"MYTH: “Daddy long-legs are the deadliest spider.” FACT: schoolyard legend — they’re harmless to humans. Redbacks and white-tails are the ones worth respecting. 📞 (07) 3113 9666 #MythBusted #SpiderFacts #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-068.jpg,"Myth-Busting",068
2026-10-01,07:30,"Your garage is running a pest hotel: cardboard bedding, roller-door entry, undisturbed corners. Five-minute audit this weekend — then add it to the yearly treatment. 🚗 📞 (07) 3113 9666 #GarageGoals #BrisbaneHomes #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-076.jpg,"Pro Tips",076
2026-10-02,07:30,"Capalaba & the Redlands! Bayside humidity keeps pests active basically year-round — regular treatment matters more here than most places. 📞 (07) 3113 9666 #Capalaba #Redlands #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-044.jpg,"Suburb Spotlight",044
2026-10-03,07:30,"Strata committees: one contact, one invoice, whole complex covered — common areas, bulk unit pricing, termite inspections for the block, committee-ready reports. 📞 (07) 3113 9666 #Strata #BodyCorporate #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-054.jpg,"Commercial",054
2026-10-04,07:30,"One termite queen lays up to 30,000 eggs a DAY — and keeps going for decades. 🤯 An annual inspection is the only early-warning system there is. 📞 (07) 3113 9666 #Termites #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-026.jpg,"Did You Know",026
2026-10-05,07:30,"Business owners: commercial pest programs are a deductible operating expense. Lock yours in before June 30 and start the new FY protected. 📊 📞 (07) 3113 9666 #EOFY #BrisbaneBusiness #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-061.jpg,"Seasonal",061
2026-10-06,07:30,"Free quotes, straight answers. We’ll tell you what you need, what you DON’T, and the price before we start. If a cheaper option does the job — you’ll hear it from us first. 📞 (07) 3113 9666 #StraightShooters #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-082.jpg,"Trust & Offers",082
2026-10-07,07:30,"MYTH: “Coffee grounds keep ants away.” FACT: they detour around them — politely. ☕ Treat the nest and entry points; keep the coffee for yourself. 📞 (07) 3113 9666 #MythBusted #AntControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-069.jpg,"Myth-Busting",069
2026-10-08,07:30,"Want your backyard back on warm evenings? Weekly water tip-outs, clean gutters, screened tanks, a fan where you sit — and a seasonal barrier treatment does the rest. 🌇 📞 (07) 3113 9666 #MozzieSeason #BrisbaneBackyards #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-077.jpg,"Pro Tips",077
2026-10-09,07:30,"Wynnum, Manly & Lota! ⚓ Salt air doesn’t slow termites down — older bayside timber homes are their favourite menu. Annual inspections are essential. 📞 (07) 3113 9666 #Wynnum #Bayside #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-045.jpg,"Suburb Spotlight",045
2026-10-10,07:30,"Gym owners: warm + damp change rooms are an open invitation for silverfish, roaches and drain flies. Overnight service keeps your floor open. 🏋️ 📞 (07) 3113 9666 #GymLife #BrisbaneFitness #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-055.jpg,"Commercial",055
2026-10-11,07:30,"Ants can lift 20x their own body weight — and a colony can number 500,000. 💪 When scouts find your kitchen, the rest are coming. We treat the trail AND the nest. 📞 (07) 3113 9666 #AntControl #BrisbanePestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-027.jpg,"Did You Know",027
2026-10-12,07:30,"Wasps circling the BBQ? They’re not visiting — there’s a nest nearby. 🍺🐝 We find it and remove it safely before your next cook-up. 📞 (07) 3113 9666 #BBQSeason #WaspRemoval #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-062.jpg,"Seasonal",062
2026-10-13,07:30,"Kids, pets, veggie patch — all accounted for. We explain what we use, where it goes and when it’s dry, before we start. 20+ years of family homes. 👨‍👩‍👧 📞 (07) 3113 9666 #FamilySafe #BrisbaneFamilies #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-083.jpg,"Trust & Offers",083
2026-10-14,07:30,"MYTH: “One spray lasts forever.” FACT: weather and time wear every treatment down — that’s why protection runs on a yearly rhythm, backed by our 30-day guarantee. 📞 (07) 3113 9666 #MythBusted #PestControl #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-070.jpg,"Myth-Busting",070
2026-10-15,07:30,"Blocked gutters: moisture for termites, nurseries for mozzies, and a rodent bridge straight into the roof void. Clean gutters are DIY pest control — we handle the rest. 🪜 📞 (07) 3113 9666 #HomeMaintenance #BrisbaneHomes #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-078.jpg,"Pro Tips",078
2026-10-16,07:30,"Sunnybank! 🥟 Brisbane’s best food scene deserves audit-ready pest control — and the homes around it get the same standard. 📞 (07) 3113 9666 #Sunnybank #BrisbaneFood #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-046.jpg,"Suburb Spotlight",046
2026-10-17,07:30,"Medical clinics need pest control that’s as precise as they are — sensitive products, after-hours scheduling, inspection-proof documentation. 📞 (07) 3113 9666 #MedicalClinic #PracticeManagement #SlugABug",https://raw.githubusercontent.com/Buglif69/Bugboss/e725722536233a4d6cda52cae70e1f39325e3b6b/social-pack/facebook/post-056.jpg,"Commercial",056
